x,y,z,dz
-0.007500012870877981,-1.7462298274040222e-08,0.0004791663959622383,0.0
-0.00711805559694767,-1.7462298274040222e-08,0.0004791663959622383,0.0
-0.00711805559694767,-1.7462298274040222e-08,0.0008263885974884033,0.0
-0.007500012870877981,-1.7462298274040222e-08,0.0008263885974884033,0.0
-0.007500012870877981,0.00045138841960579157,0.0004791663959622383,0.0
-0.007500012870877981,0.00045138841960579157,0.0008263885974884033,0.0
-0.007500012870877981,0.0007986106211319566,0.0008263885974884033,0.0
-0.007500012870877981,0.0007986106211319566,0.0004791663959622383,0.0
-0.007500012870877981,0.0011458329390734434,0.0004791663959622383,0.0
-0.007500012870877981,0.0011458329390734434,0.0008263885974884033,0.0
-0.007500012870877981,0.0014930551405996084,0.0008263885974884033,0.0
-0.007500012870877981,0.0014930551405996084,0.0004791663959622383,0.0
-0.006770833395421505,-1.7462298274040222e-08,0.0004791663959622383,0.0
-0.00642361119389534,-1.7462298274040222e-08,0.0004791663959622383,0.0
-0.00642361119389534,-1.7462298274040222e-08,0.0008263885974884033,0.0
-0.006770833395421505,-1.7462298274040222e-08,0.0008263885974884033,0.0
-0.006076388992369175,-1.7462298274040222e-08,0.0004791663959622383,0.0
-0.00572916679084301,-1.7462298274040222e-08,0.0004791663959622383,0.0
-0.00572916679084301,-1.7462298274040222e-08,0.0008263885974884033,0.0
-0.006076388992369175,-1.7462298274040222e-08,0.0008263885974884033,0.0
-0.007500012870877981,0.0018402773421257734,0.0004791663959622383,0.0
-0.007500012870877981,0.0018402773421257734,0.0008263885974884033,0.0
-0.007500012870877981,0.0021874995436519384,0.0008263885974884033,0.0
-0.007500012870877981,0.0021874995436519384,0.0004791663959622383,0.0
-0.007500012870877981,0.0025347217451781034,0.0004791663959622383,0.0
-0.007500012870877981,0.0025347217451781034,0.0008263885974884033,0.0
-0.007500012870877981,0.002881944179534912,0.0008263885974884033,0.0
-0.007500012870877981,0.002881944179534912,0.0004791663959622383,0.0
-0.007500012870877981,0.003229166381061077,0.0004791663959622383,0.0
-0.007500012870877981,0.003229166381061077,0.0008263885974884033,0.0
-0.007500012870877981,0.003576388582587242,0.0008263885974884033,0.0
-0.007500012870877981,0.003576388582587242,0.0004791663959622383,0.0
-0.007500012870877981,0.003923610784113407,0.0004791663959622383,0.0
